City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
153,cherskiy,68.75,161.3,-35.85,98,100,2.13,RU,1675778799
154,coquimbo,-29.9533,-71.3436,18.85,82,75,3.6,CL,1675778638
155,linhai,28.85,121.1167,11.63,74,100,1.2,CN,1675778800
156,hirara,24.8,125.2833,20.17,78,100,6.97,JP,1675778800
157,vardo,70.3705,31.1107,2.99,81,75,10.8,NO,1675778731
158,mahebourg,-20.4081,57.7,27.36,78,40,5.14,MU,1675778631
159,luderitz,-26.6481,15.1594,25.02,58,0,13.11,,1675778663
160,eyemouth,55.8713,-2.0901,9.34,83,89,6.21,GB,1675778801
161,egvekinot,66.3167,-179.1667,-31.13,86,94,4.16,RU,1675778801
162,caravelas,-17.7125,-39.2481,31.13,52,81,5.0,BR,1675778801
163,central point,30.5544,-91.0368,14.9,97,75,2.06,US,1675778802
164,kadoma,34.7333,135.5833,10.1,54,100,3.6,JP,1675778658
165,lucea,18.451,-78.1736,26.59,73,0,7.72,JM,1675778802
166,alofi,-19.0595,-169.9187,23.94,100,100,2.57,NU,1675778696
167,saint-pierre,-21.3393,55.4781,28.82,65,75,8.75,RE,1675778802
168,cockburn town,-32.0833,141.0,25.89,23,0,4.3,AU,1675778803
169,mount isa,53.6597,-1.8537,9.42,71,69,2.36,GB,1675778803
170,san cristobal,13.3034,-4.8956,37.84,7,98,3.8,ML,1675778797
171,tshikapa,-6.4167,20.8,32.33,43,55,2.48,CD,1675778804
172,trinidad,-14.8333,-64.9,24.97,88,100,2.06,BO,1675778804
173,merritt island,50.1123,-120.7942,1.51,96,100,2.48,CA,1675778804
174,gambela,8.25,34.5833,38.9,13,22,4.46,ET,1675778805
175,bilecik,40.0,30.1667,-2.62,91,100,5.08,TR,1675778805
176,dingle,10.9995,122.6711,23.47,88,99,3.11,PH,1675778805
177,grindavik,63.8424,-22.4338,-1.74,80,75,16.98,IS,1675778806
178,xining,36.6167,101.7667,-0.74,39,100,2.33,CN,1675778806
179,portland,45.5234,-122.6762,9.24,79,100,5.36,US,1675778435
180,brae,60.3964,-1.353,7.35,66,12,8.58,GB,1675778807
181,hamilton,39.1834,-84.5333,11.42,58,100,5.14,US,1675778790
182,sovetskiy,61.3614,63.5842,-23.43,100,63,1.24,RU,1675778807
183,pangnirtung,66.1451,-65.7125,-35.72,90,11,1.88,CA,1675778807
184,thompson,55.7435,-97.8558,-30.77,100,71,0.37,CA,1675778808
185,fairbanks,64.8378,-147.7164,-12.65,80,100,2.06,US,1675778808
186,joshimath,30.5667,79.5667,3.7,62,14,3.32,IN,1675778796
187,kindu,-2.95,25.95,29.53,54,90,1.49,CD,1675778808
188,faya,18.3851,42.4509,19.29,50,42,4.54,SA,1675778809
189,beni,0.5,29.4667,27.85,31,100,0.92,CD,1675778809
190,cap-aux-meules,47.3821,-61.8597,-5.8,68,100,11.29,CA,1675778809
191,mount gambier,53.6597,-1.8537,9.42,71,69,2.36,GB,1675778809
192,riyadh,24.6877,46.7219,25.08,26,71,5.43,SA,1675778678
193,uvat,59.1433,68.8953,-21.16,100,87,1.78,RU,1675778810
194,pringsewu,-5.3582,104.9744,23.87,97,100,0.8,ID,1675778810
195,coihaique,-45.5752,-72.0662,18.34,63,75,3.09,CL,1675778642
196,aykhal,66.0,111.5,-38.07,100,97,1.63,RU,1675778811
197,aklavik,68.2191,-135.0107,-32.37,96,100,3.25,CA,1675778219
198,waingapu,-9.6567,120.2641,26.67,85,98,4.88,ID,1675778811
199,stornoway,58.2093,-6.3865,7.98,72,20,5.66,GB,1675778811
200,leningradskiy,69.3833,178.4167,-30.22,96,100,3.35,RU,1675778737
201,yarada,17.65,83.2667,26.18,61,73,1.03,IN,1675778812
202,salalah,17.0151,54.0924,24.63,53,51,1.88,OM,1675778556
203,college,64.8569,-147.8028,-12.66,79,100,2.06,US,1675778812
204,amapa,1.0,-52.0,26.07,80,95,1.74,BR,1675778813
205,touros,-5.1989,-35.4608,30.41,52,86,7.34,BR,1675778813
206,cockburn harbour,-32.0833,141.0,25.89,23,0,4.3,AU,1675778813
207,esmeralda,21.8525,-78.1169,26.31,62,15,6.7,CU,1675778814
208,bengkulu,-3.8004,102.2655,26.31,83,100,4.16,ID,1675778814
209,palmer,42.1584,-72.3287,-0.97,54,20,2.57,US,1675778802
210,ramsar,36.9226,50.6426,10.69,87,75,1.03,IR,1675778751
211,tura,25.5198,90.2201,16.62,44,0,1.54,IN,1675778815
212,faanui,-16.4833,-151.75,26.38,80,29,5.98,PF,1675778815
213,tiksi,71.6872,128.8694,-32.56,99,100,1.65,RU,1675778815
214,meulaboh,4.1363,96.1285,26.23,77,90,1.49,ID,1675778817
215,manaure,11.7751,-72.4445,27.4,64,22,10.05,CO,1675778817
216,geraldton,-28.7667,114.6,22.23,78,0,5.14,AU,1675778701
217,maryville,35.7565,-83.9705,5.88,75,100,0.0,US,1675778716
218,berlin,52.5244,13.4105,3.37,65,0,1.34,DE,1675778569
219,bonthe,7.5264,-12.505,29.26,56,43,5.33,SL,1675778817
220,misratah,32.3754,15.0925,14.11,55,87,6.74,LY,1675778818
221,birao,10.2849,22.7882,37.58,6,35,4.84,CF,1675778818
222,bulalacao,12.3254,121.3435,25.66,84,97,5.8,PH,1675778818
223,hermosillo,29.0667,-110.9667,10.56,36,0,0.45,MX,1675778819
224,mogok,22.9167,96.5,12.8,38,0,1.22,MM,1675778819
225,rantauprapat,2.1,99.8333,24.54,88,100,1.06,ID,1675778819
226,dukhovnitskoye,52.4828,48.2137,-13.86,96,62,3.69,RU,1675778820
227,ribeira grande,42.7461,-8.4439,15.14,47,20,5.66,ES,1675778820
228,tuatapere,-46.1333,167.6833,10.82,73,70,3.25,NZ,1675778820
229,miharu,37.4333,140.4833,4.29,99,100,1.55,JP,1675778820
230,havre-saint-pierre,50.2334,-63.5986,-17.89,82,59,1.91,CA,1675778821
231,chuy,-33.6971,-53.4616,28.0,43,3,1.81,UY,1675778821
232,araouane,18.9048,-3.5265,31.24,8,42,3.23,ML,1675778653
233,lenine,45.2986,35.7771,-1.58,93,100,9.98,UA,1675778822
234,huarmey,-10.0681,-78.1522,23.58,77,61,2.94,PE,1675778822
235,vaitape,-16.5167,-151.75,26.37,80,29,5.96,PF,1675778822
236,haines junction,59.2286,-135.4441,3.86,65,100,5.66,US,1675778823
237,thinadhoo,0.5333,72.9333,27.44,76,100,4.32,MV,1675778823
238,yellowknife,62.456,-114.3525,-18.71,84,100,3.6,CA,1675778824
239,pizarro,4.9533,-77.366,26.95,80,49,2.33,CO,1675778824
240,port-cartier,50.0334,-66.8654,-14.03,88,47,1.42,CA,1675778824
241,baykit,61.67,96.37,-18.69,98,100,0.56,RU,1675778825
242,barroso,-21.1869,-43.9758,24.68,76,73,1.66,BR,1675778825
243,lewiston,44.1003,-70.2148,-5.88,60,1,0.89,US,1675778825
244,hasaki,35.7333,140.8333,9.22,87,100,9.26,JP,1675778826
245,prince george,52.9669,-108.3847,-1.4,88,95,2.53,CA,1675778826
246,ban tak,20.0173,104.6053,21.18,99,58,0.83,LA,1675778826
247,monterey,36.2505,-121.2516,3.12,73,0,0.69,US,1675778827
248,plettenberg bay,51.2167,7.8833,5.63,41,16,0.89,DE,1675778827
249,monrovia,6.3005,-10.7969,31.87,75,44,4.12,LR,1675778828
250,malanje,-9.5402,16.341,27.17,47,81,3.03,AO,1675778828
251,cardenas,23.0375,-81.2047,25.42,72,61,7.03,CU,1675778828
252,lompoc,34.6391,-120.4579,5.88,87,0,3.6,US,1675778829
253,grand river south east,38.8755,-109.5012,-4.45,64,0,2.34,US,1675778829
254,lorengau,-2.0226,147.2712,26.33,87,100,5.33,PG,1675778708
255,gat,31.61,34.7642,11.38,100,99,10.44,IL,1675778830
256,luwuk,-0.9516,122.7875,26.14,79,100,2.2,ID,1675778830
257,kaitangata,-46.2817,169.8464,9.12,74,3,3.23,NZ,1675778830
258,sumbe,-11.2061,13.8437,28.46,63,65,4.91,AO,1675778831
259,merauke,-8.4667,140.3333,25.24,92,100,5.41,ID,1675778677
260,tsumeb,-19.2333,17.7167,23.17,71,94,5.38,,1675778831
261,kalyazin,57.2403,37.8433,-11.68,97,15,2.25,RU,1675778831
262,matay,28.419,30.7792,16.14,34,74,5.93,EG,1675778832
263,kalmunai,7.4167,81.8167,25.25,88,67,3.91,LK,1675778832
264,brasilia,-15.7797,-47.9297,28.12,62,36,2.29,BR,1675778832
265,bontang,0.1333,117.5,25.23,88,100,3.04,ID,1675778833
266,karasburg,-28.0167,18.75,31.44,22,94,5.23,,1675778833
267,udachnyy,66.4167,112.4,-38.65,100,94,1.2,RU,1675778834
268,natitingou,10.3042,1.3796,36.3,17,94,3.16,BJ,1675778834
269,itai,-23.4178,-49.0906,22.7,82,100,2.43,BR,1675778835
270,esso,55.9333,158.7,-20.37,100,100,1.66,RU,1675778835
271,toamasina,-18.1667,49.3833,25.0,88,75,2.06,MG,1675778835
272,half moon bay,6.3807,-10.6953,31.94,73,75,3.72,LR,1675778836
273,porto novo,41.1496,-8.611,15.83,44,0,4.63,PT,1675778836
274,east london,65.0,-15.0,2.73,75,100,18.57,IS,1675778836
275,hofn,64.2539,-15.2082,4.8,65,100,18.48,IS,1675778837
276,termiz,37.2242,67.2783,14.05,28,0,2.06,UZ,1675778837
277,jumla,29.2747,82.1838,2.74,81,40,2.03,NP,1675778652
278,upernavik,72.7868,-56.1549,-24.83,92,100,3.16,GL,1675778838
279,solnechnyy,50.7214,136.6319,-22.04,97,100,0.98,RU,1675778838
280,florianopolis,-27.6146,-48.5012,29.24,67,0,4.12,BR,1675778839
281,ixtapa,20.7,-105.2,17.35,94,20,0.0,MX,1675778351
282,khaga,25.7833,81.1167,19.69,45,0,3.48,IN,1675778839
283,krasnyy chikoy,54.5678,31.4333,-8.17,94,13,1.43,RU,1675778839
284,maine-soroa,13.2114,12.0241,31.33,12,99,7.46,NE,1675778840
285,chita,52.0333,113.55,-13.06,61,17,3.0,RU,1675778840
286,barcelos,41.5388,-8.6151,16.08,38,0,0.54,PT,1675778840
287,turukhansk,65.8167,87.9833,-14.81,96,100,3.26,RU,1675778841
288,lavrentiya,65.5833,-171.0,-24.93,91,100,2.4,RU,1675778841
289,prince rupert,52.9669,-108.3847,-1.4,88,95,2.53,CA,1675778841
290,amga,60.8953,131.9608,-35.74,99,100,0.72,RU,1675778842
291,tono,39.3167,141.5333,0.18,98,100,0.91,JP,1675778842
292,palana,59.1167,159.9667,-25.29,99,100,4.53,RU,1675778842
293,magway,20.15,94.9167,23.11,34,0,4.38,MM,1675778843
294,beaufort,5.3473,115.7455,23.99,93,95,0.73,MY,1675778843
295,nanortalik,60.1432,-45.2371,-15.62,68,8,8.94,GL,1675778844
296,beyneu,45.3167,55.2,2.83,76,100,12.64,KZ,1675778844
297,cabra,37.4725,-4.4421,10.73,67,100,1.38,ES,1675778844
298,catia la mar,10.5117,-66.9524,22.82,77,40,1.54,VE,1675778845
299,axim,4.8699,-2.2405,29.06,69,88,4.49,GH,1675778845
300,ancud,-41.8697,-73.8203,15.65,66,2,1.31,CL,1675778846
301,copiapo,-27.3667,-70.3333,17.83,50,5,2.29,CL,1675778846
302,grand gaube,38.8755,-109.5012,-4.45,64,0,2.34,US,1675778846
303,farafangana,-22.8167,47.8333,23.92,87,100,2.27,MG,1675778847
304,pangai,-19.8,-174.35,25.22,87,100,5.51,TO,1675778847
305,oranjemund,-28.55,16.4333,21.59,78,38,9.77,,1675778848
306,tinskoy,56.1525,96.9161,-17.59,100,100,1.53,RU,1675778848
307,okhotsk,59.3833,143.3,-23.57,88,99,4.01,RU,1675778849
308,ganzhou,28.8184,115.4327,11.17,91,100,1.3,CN,1675778849
309,san ramon,13.3034,-4.8956,37.84,7,98,3.8,ML,1675778797
310,hambantota,6.1241,81.1185,27.19,94,40,2.06,LK,1675778849
311,puerto leguizamo,36.5939,-6.233,17.56,60,20,5.14,ES,1675778744
312,dudinka,69.4058,86.1778,-23.01,100,93,1.58,RU,1675778849
313,cidreira,-30.1811,-50.2056,26.14,63,4,3.61,BR,1675778754
314,awbari,26.5921,12.7805,21.29,23,100,6.29,LY,1675778850
315,sidi ali,5.0829,19.8781,40.42,8,47,2.75,CF,1675778850
316,moshkovo,55.3053,83.6104,-13.29,95,100,3.97,RU,1675778851
317,udarnyy,54.3409,42.8611,-11.28,97,77,1.38,RU,1675778851
318,megion,61.0296,76.1136,-22.99,99,86,3.84,RU,1675778851
319,georgetown,5.4112,100.3354,26.96,99,40,2.68,MY,1675778705
320,san rafael,13.3034,-4.8956,37.84,7,98,3.8,ML,1675778852
321,richards bay,46.8361,-95.9123,-7.98,79,0,3.09,US,1675778852
322,rayevskiy,54.0658,54.9468,-16.57,100,80,2.14,RU,1675778852
323,launceston,-41.45,147.1667,15.8,67,100,2.57,AU,1675778853
